1,99,91
1,99,94
1,99,95
1,99,97
1,100,91
1,100,92
1,100,94
1,100,98
1,100,99
1,100,100
1,71,71
1,72,71
1,73,71
1,75,71
1,75,73
1,75,74
1,76,71
1,76,72
1,76,73
1,76,74
1,76,75
1,77,71
1,77,74
1,77,77
1,78,71
1,78,72
1,78,74
1,78,76
1,78,78
1,79,71
1,79,72
1,79,73
1,79,74
1,79,75
1,79,76
1,80,71
1,80,73
1,80,74
1,80,75
1,80,76
1,80,77
1,80,78
1,80,80
1,82,81
1,83,81
1,84,81
1,84,82
1,84,83
1,85,85
1,86,83
1,87,85
1,88,83
1,88,84
1,88,86
1,88,87
1,88,88
1,89,82
1,89,83
1,89,85
1,89,86
1,89,87
1,89,88
1,90,81
1,90,82
1,90,83
1,90,84
1,90,85
1,90,88
1,90,90
1,12,11
1,13,13
1,14,11
1,14,14
1,15,14
1,15,15
1,16,11
1,17,11
1,18,12
1,18,15
1,18,18
1,19,13
1,19,14
1,19,15
1,19,16
1,19,17
1,19,19
1,20,13
1,20,14
1,20,15
1,20,16
1,20,17
1,20,18
1,20,19
1,20,20
1,22,22
1,23,23
1,24,21
1,24,22
1,25,21
1,25,22
1,26,21
1,26,22
1,27,22
1,27,23
1,27,24
1,27,25
1,27,26
1,27,27
1,28,21
1,28,26
1,28,28
1,29,21
1,29,24
1,29,25
1,29,27
1,30,22
1,30,24
1,30,25
1,30,27
1,30,28
1,30,30
1,32,31
2,100,98
2,100,100
2,71,71
2,72,71
2,73,71
2,74,72
2,74,73
2,75,71
2,75,73
2,75,74
2,76,72
2,76,73
2,76,74
2,76,75
2,76,76
2,77,71
2,77,72
2,77,73
2,77,74
2,77,77
2,78,73
2,78,75
2,78,76
2,78,77
2,79,71
2,79,72
2,79,74
2,79,78
2,80,71
2,80,72
2,80,73
2,80,74
2,80,76
2,80,78
2,80,79
2,80,80
2,82,81
2,82,82
2,83,81
2,83,83
2,84,82
2,84,83
2,85,83
2,85,85
2,86,81
2,86,84
2,87,81
2,87,82
2,87,84
2,87,85
2,87,86
2,88,82
2,88,83
2,88,84
2,88,85
2,88,87
2,89,84
2,65,63
2,65,65
2,66,62
2,66,63
2,66,64
2,66,65
2,67,63
2,67,64
2,67,67
2,68,63
2,68,64
2,68,66
2,69,61
2,69,64
2,69,67
2,70,63
2,70,65
2,70,66
2,70,67
2,70,69
2,70,70
2,2,1
2,3,1
2,3,2
2,4,1
2,4,2
2,4,4
2,5,1
2,6,1
2,6,3
2,6,4
2,6,5
2,6,6
2,7,1
2,7,2
2,7,3
2,7,6
2,7,7
2,8,1
2,8,4
2,9,1
2,9,6
2,9,7
2,9,8
2,10,4
2,10,5
2,10,7
2,10,9
2,97,71
2,100,81
2,95,15
2,100,24
2,95,38
2,98,46
2,99,53
2,99,69
2,97,3
2,77,86
2,76,12
2,76,23
2,72,34
2,72,42
2,80,54
2,78,65
2,71,7
2,85,13
2,90,25
2,82,34
2,90,46
2,81,52
2,90,62
2,90,9
2,11,30
2,15,39
2,15,41
2,15,57
2,19,69
2,20,8
2,22,40
2,23,42
2,27,57
2,24,70
2,22,7
2,33,41
2,37,53
2,33,62
2,35,9
2,41,53
2,50,65
2,46,4
2,57,61
2,51,8
2,68,6
2,92,92
2,93,91
2,93,92
2,95,92
2,95,93
2,95,94
2,96,94
2,97,93
2,97,94
2,98,91
2,99,91
2,99,93
2,99,96
2,99,97
2,100,91
2,100,94
2,100,96
2,89,85
2,89,86
2,89,87
2,89,88
2,90,81
2,90,82
2,90,84
2,90,85
2,90,87
2,90,88
2,90,89
2,90,90
2,12,12
2,14,12
2,15,11
2,15,12
2,15,13
2,15,15
2,16,11
2,16,12
2,16,14
2,16,15
2,16,16
2,17,11
2,17,13
2,17,14
2,17,17
2,18,11
2,18,12
2,18,13
2,18,14
2,18,17
2,19,11
2,19,13
2,19,14
2,19,16
2,20,13
2,20,20
2,21,21
2,23,21
2,23,23
2,24,24
2,25,25
2,26,24
2,26,26
2,27,21
2,27,23
2,27,26
2,27,27
2,28,22
2,28,24
2,28,26
2,28,27
2,29,21
2,29,22
2,29,26
2,29,27
2,29,28
2,29,29
2,30,24
2,30,25
2,30,26
2,30,27
2,30,29
2,31,31
2,32,31
2,33,32
2,33,33
2,34,31
2,34,33
2,35,31
2,35,32
2,35,33
2,35,34
2,36,33
2,36,34
2,36,36
2,37,31
2,37,32
2,37,34
2,38,32
2,39,31
2,39,32
2,39,34
2,39,38
2,39,39
2,40,32
2,40,33
2,40,34
2,40,35
2,40,36
2,43,43
2,44,41
2,44,42
2,44,43
2,44,44
2,45,41
2,45,42
2,45,43
2,46,41
2,46,42
2,46,45
2,47,42
2,47,43
2,47,44
2,47,46
2,47,47
2,48,41
2,48,44
2,48,45
2,48,47
2,49,41
2,49,44
2,49,46
2,49,47
2,49,48
2,50,41
2,50,44
2,50,46
2,50,47
2,50,49
2,50,50
2,52,51
2,52,52
2,54,51
2,55,51
2,55,52
2,55,53
2,55,54
2,55,55
2,56,51
2,56,52
2,56,54
2,57,56
2,58,55
2,58,56
2,58,58
2,59,53
2,59,55
2,59,57
2,60,51
2,60,57
2,60,58
2,60,59
2,61,61
2,63,62
2,63,63
2,64,62
2,64,64
2,65,62
3,67,67
3,68,63
3,68,65
3,68,66
3,68,68
3,69,65
3,69,66
3,69,67
3,69,68
3,69,69
3,70,62
3,70,64
3,70,66
3,70,68
3,70,69
3,3,1
3,3,2
3,3,3
3,4,1
3,4,2
3,5,1
3,5,4
3,6,3
3,6,4
3,6,5
3,7,2
3,7,3
3,7,4
3,7,5
3,7,7
3,8,3
3,8,5
3,8,6
3,9,1
3,9,4
3,9,7
3,10,2
3,10,3
3,10,4
3,10,6
3,10,8
3,10,9
3,94,77
3,91,85
3,100,15
3,98,26
3,96,38
3,26,23
3,26,24
3,27,25
3,28,23
3,28,25
3,28,27
3,29,21
3,29,22
3,29,23
3,29,24
3,29,27
3,29,29
3,30,21
3,30,22
3,30,28
3,30,29
3,31,31
3,32,31
3,32,32
3,34,32
3,35,32
3,35,34
3,36,31
3,36,33
3,36,34
3,36,36
3,37,32
3,37,34
3,37,35
3,38,31
3,38,32
3,38,34
3,38,38
3,39,31
3,39,35
3,77,75
3,77,76
3,77,77
3,78,74
3,78,75
3,78,77
3,78,78
3,79,71
3,79,72
3,79,76
3,79,77
3,80,71
3,80,72
3,80,76
3,80,79
3,82,82
3,83,81
3,83,82
3,83,83
3,84,81
3,84,82
3,84,84
3,85,82
3,85,83
3,85,84
3,94,93
3,95,93
3,96,92
3,96,93
3,96,94
3,97,91
3,97,93
3,97,94
3,97,96
3,97,97
3,98,92
3,98,93
3,98,97
3,99,91
3,99,98
3,52,52
3,53,51
3,54,51
3,54,52
3,54,53
3,54,54
3,55,51
3,55,53
3,57,51
3,57,52
3,57,53
3,58,53
3,58,55
3,58,56
3,58,58
3,59,51
3,59,54
3,59,55
3,59,59
3,60,52
3,60,53
3,60,55
3,60,58
3,60,59
3,60,60
3,61,61
3,63,62
3,63,63
3,64,61
3,64,62
3,64,64
3,65,61
3,65,62
3,65,64
3,66,61
3,66,63
3,66,64
3,66,66
3,67,61
3,67,64
3,67,66
3,39,36
3,39,37
3,40,31
3,40,34
3,40,35
3,40,39
3,40,40
3,41,41
3,42,41
3,42,42
3,43,41
3,44,41
3,44,42
3,46,42
3,46,43
3,46,45
3,47,41
3,47,43
3,47,44
3,47,46
3,47,47
3,48,41
3,48,42
3,48,43
3,48,44
3,48,45
3,48,46
3,48,48
3,49,43
3,49,44
3,49,45
3,49,48
3,50,41
3,50,42
3,50,45
3,50,46
3,50,47
3,50,50
3,52,51
3,17,14
3,17,15
3,17,16
3,17,17
3,18,12
3,18,13
3,18,15
3,18,16
3,18,17
3,18,18
3,19,11
3,19,13
3,19,14
3,19,15
3,19,16
3,19,17
3,19,18
3,19,19
3,20,11
3,20,13
3,20,14
3,20,15
3,20,17
3,20,18
3,20,19
3,21,21
3,22,22
3,24,23
3,25,21
3,25,22
3,25,23
3,25,24
3,25,25
3,26,21
3,26,22
3,85,85
3,86,83
3,86,84
3,86,85
3,86,86
3,87,82
3,87,87
3,88,82
3,88,87
3,89,81
3,89,83
3,89,85
3,89,89
3,90,82
3,90,83
3,90,88
3,90,89
3,11,11
3,12,11
3,12,12
3,13,11
3,13,13
3,14,12
3,14,13
3,14,14
3,15,11
3,15,12
3,16,16
3,17,13
3,93,42
3,92,56
3,95,67
3,95,3
3,78,84
3,80,11
3,73,23
3,80,40
3,76,48
3,76,52
3,74,67
3,72,5
3,88,15
3,86,28
3,83,39
3,85,48
3,87,57
3,85,69
3,87,3
3,19,30
3,14,34
3,12,41
3,14,58
3,14,68
3,19,7
3,30,40
3,29,49
3,29,60
3,21,68
3,30,3
3,38,49
3,35,59
3,36,64
3,34,5
3,49,59
3,43,62
3,43,3
3,57,61
3,51,3
3,62,2
3,100,91
3,100,92
3,100,95
3,100,97
3,100,100
3,73,71
3,73,73
3,74,74
3,75,73
3,75,74
3,75,75
3,76,71
3,76,72
3,76,74
3,76,76
3,77,73
3,77,74
3,91,91
3,92,91
3,92,92
3,93,92
3,93,93
3,94,92
